QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3 Base,Bugtraq ID,Modified,Published
196823,"Ubuntu Security Notification for Linux-gke, Linux-meta-gke Vulnerabilities (USN-3329-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3329-1,10,0,"99130,98562,98577,98597,98586,98583,98731,98651,98439,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196824,"Ubuntu Security Notification for Linux-meta-snapdragon, Linux-snapdragon Vulnerabilities (USN-3330-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3330-1,10,0,"99130,98562,98577,98597,98586,98583,98731,98651,98439,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",,10,0,"99130,98562,98577,98597,98586,98583,98731,98651,98439,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196826,"Ubuntu Security Notification for Linux-meta-raspi2, Linux-raspi2 Vulnerabilities (USN-3332-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3332-1,10,0,"99130,98562,98577,98597,98586,98583,98731,98651,98439,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196827,"Ubuntu Security Notification for Linux-hwe, Linux-meta-hwe Vulnerabilities (USN-3333-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-5577,CVE-2017-7374,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3333-1,10,5.5,"99130,98562,98577,98597,97308,98586,98583,95765,98731,98651,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196828,"Ubuntu Security Notification for Linux-lts-xenial, Linux-meta-lts-xenial Vulnerabilities (USN-3334-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3334-1,10,0,"99130,98562,98577,98597,98586,98583,98731,98651,98439,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196829,"Ubuntu Security Notification for Linux, Linux-meta Vulnerabilities (USN-3335-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2014-9940,CVE-2017-0605,CVE-2017-1000363,CVE-2017-1000364,CVE-2017-7294,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3335-1,10,0,"99130,98195,98152,98562,97177,98577,98597,98586,98583,98731,98651,99848",06/21/2017 at 07:54:16 (GMT-0300),06/21/2017 at 07:54:16 (GMT-0300)
196830,Ubuntu Security Notification for Nss Vulnerability (USN-3336-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-7502,USN-3336-1,5,0,98744,06/26/2017 at 19:57:52 (GMT-0300),06/26/2017 at 19:57:52 (GMT-0300)
196831,Ubuntu Security Notification for Valgrind Vulnerabilities (USN-3337-1),"Unix Authenticated Discovery, Patch Available, Exploit Available",Ubuntu,"CVE-2016-2226,CVE-2016-4487,CVE-2016-4488,CVE-2016-4489,CVE-2016-4490,CVE-2016-4491,CVE-2016-4492,CVE-2016-4493,CVE-2016-6131",USN-3337-1,6.8,7.8,"91519,90103,90025,90017,90019,90016,90014",06/26/2017 at 19:57:52 (GMT-0300),06/26/2017 at 19:57:52 (GMT-0300)
196832,Ubuntu Security Notification for Openvpn Vulnerabilities (USN-3339-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2016-6329,CVE-2017-7479,CVE-2017-7508,CVE-2017-7512,CVE-2017-7520,CVE-2017-7521",USN-3339-1,7.5,5.9,"92631,99230,98443",06/26/2017 at 19:57:52 (GMT-0300),06/26/2017 at 19:57:52 (GMT-0300)
196833,Ubuntu Security Notification for Apache2 Vulnerabilities (USN-3340-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-3167,CVE-2017-3169,CVE-2017-7668,CVE-2017-7679",USN-3340-1,7.5,0,"99135,99134,99137,99170",07/03/2017 at 06:47:53 (GMT-0300),07/03/2017 at 06:47:53 (GMT-0300)
196834,Ubuntu Security Notification for Systemd Vulnerability (USN-3341-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-9445,USN-3341-1,5,0,99302,07/14/2017 at 02:06:54 (GMT-0300),07/03/2017 at 06:47:53 (GMT-0300)
196835,"Ubuntu Security Notification for Linux, Linux-raspi2 Vulnerabilities (USN-3342-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-5577,CVE-2017-7294,CVE-2017-7374,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3342-1,10,5.5,"97177,97308,98562,98577,98597,98586,98583,98731,95765,98651,99848",07/04/2017 at 06:01:50 (GMT-0300),07/04/2017 at 06:01:50 (GMT-0300)
196836,Ubuntu Security Notification for Linux Vulnerabilities (USN-3343-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2014-9940,CVE-2017-0605,CVE-2017-1000363,CVE-2017-7294,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3343-1,10,0,"98195,98152,97177,98562,98577,98597,98586,98583,98731,98651,99848",07/04/2017 at 06:01:50 (GMT-0300),07/04/2017 at 06:01:50 (GMT-0300)
196837,"Ubuntu Security Notification for Linux, Linux-aws, Linux-gke, Linux-raspi2, Linux-snapdragon Vulnerabilities (USN-3344-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-1000363,CVE-2017-7487,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9242",USN-3344-1,10,0,"98562,98577,98597,98586,98583,98731,98651,98439,99848",07/04/2017 at 06:01:50 (GMT-0300),07/04/2017 at 06:01:50 (GMT-0300)
196838,"Ubuntu Security Notification for Linux, Linux-raspi2 Vulnerabilities (USN-3345-1)","Unix Authenticated Discovery, Patch Available, Exploit Available",Ubuntu,"CVE-2017-1000363,CVE-2017-8890,CVE-2017-9074,CVE-2017-9075,CVE-2017-9076,CVE-2017-9077,CVE-2017-9150,CVE-2017-9242",USN-3345-1,10,0,"98562,98577,98597,98586,98583,98731,98651,98635,99848",07/04/2017 at 06:01:50 (GMT-0300),07/04/2017 at 06:01:50 (GMT-0300)
196839,Ubuntu Security Notification for Bind9 Vulnerabilities (USN-3346-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-3142,CVE-2017-3143",USN-3346-1,4.3,0,,07/04/2017 at 06:01:51 (GMT-0300),
196840,"Ubuntu Security Notification for Libgcrypt11, Libgcrypt20 Vulnerabilities (USN-3347-1)","Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-7526,CVE-2017-9526",USN-3347-1,4.3,0,99046,07/06/2017 at 06:26:01 (GMT-0300),07/06/2017 at 06:26:01 (GMT-0300)
196841,Ubuntu Security Notification for Thunderbird Vulnerabilities (USN-3321-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-5470,CVE-2017-5472,CVE-2017-7749,CVE-2017-7750,CVE-2017-7751,CVE-2017-7752,CVE-2017-7754,CVE-2017-7756,CVE-2017-7757,CVE-2017-7758,CVE-2017-7764,CVE-2017-7771,CVE-2017-7772,CVE-2017-7773,CVE-2017-7774,CVE-2017-7775,CVE-2017-7776,CVE-2017-7777,CVE-2017-7778",USN-3321-1,6.8,0,,07/06/2017 at 06:26:01 (GMT-0300),
196842,Ubuntu Security Notification for Samba Vulnerability (USN-3348-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-9461,USN-3348-1,7.8,0,,07/06/2017 at 06:26:01 (GMT-0300),
196843,Ubuntu Security Notification for Ntp Vulnerabilities (USN-3349-1),"Unix Authenticated Discovery, Patch Available, Exploit Available",Ubuntu,"CVE-2016-2519,CVE-2016-7426,CVE-2016-7427,CVE-2016-7428,CVE-2016-7429,CVE-2016-7431,CVE-2016-7433,CVE-2016-7434,CVE-2016-9042,CVE-2016-9310,CVE-2016-9311,CVE-2017-6458,CVE-2017-6460,CVE-2017-6462,CVE-2017-6463,CVE-2017-6464",USN-3349-1,6.5,6.5,"88204,94455,94448,94452,94444,94451,94447,94446,94453,94454,97051,97052,97045,97049,97050",07/07/2017 at 00:31:11 (GMT-0300),07/06/2017 at 06:26:01 (GMT-0300)
196844,Ubuntu Security Notification for Poppler Vulnerabilities (USN-3350-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,"CVE-2017-2820,CVE-2017-7511,CVE-2017-7515,CVE-2017-9083,CVE-2017-9406,CVE-2017-9408,CVE-2017-9775",USN-3350-1,6.8,0,"99497,99241",07/19/2017 at 02:11:51 (GMT-0300),07/18/2017 at 06:23:49 (GMT-0300)
196845,Ubuntu Security Notification for Evince Vulnerability (USN-3351-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-1000083,USN-3351-1,7.5,0,,07/18/2017 at 06:23:49 (GMT-0300),
196846,Ubuntu Security Notification for Nginx Vulnerability (USN-3352-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-7529,USN-3352-1,5,0,99534,07/18/2017 at 06:23:49 (GMT-0300),07/18/2017 at 06:23:49 (GMT-0300)
196847,Ubuntu Security Notification for Heimdal Vulnerability (USN-3353-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-11103,USN-3353-1,6.8,0,99551,07/18/2017 at 06:23:49 (GMT-0300),07/18/2017 at 06:23:49 (GMT-0300)
196848,Ubuntu Security Notification for Spice Vulnerability (USN-3355-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-7506,USN-3355-1,6.5,0,99583,07/21/2017 at 00:30:35 (GMT-0300),07/20/2017 at 06:58:04 (GMT-0300)
196849,Ubuntu Security Notification for Expat Vulnerability (USN-3356-1),"Unix Authenticated Discovery, Patch Available",Ubuntu,CVE-2017-9233,USN-3356-1,5,0,99276,07/21/2017 at 00:30:36 (GMT-0300),07/20/2017 at 06:58:04 (GMT-0300)
236307,Red Hat Update for samba4 Security (RHSA-2017:0744),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-2125,CVE-2016-2126",RHSA-2017:0744,4,'-,94994,08/08/2017 at 02:09:10 (GMT-0300),03/27/2017 at 07:00:14 (GMT-0300)
236308,Red Hat Update for quagga Security (RHSA-2017:0794),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2013-2236,CVE-2016-1245,CVE-2016-2342,CVE-2016-4049,CVE-2017-5495",RHSA-2017:0794,7.6,9.8,"60955,93775,84318,88561,95745",03/27/2017 at 07:00:14 (GMT-0300),03/27/2017 at 07:00:14 (GMT-0300)
236309,Red Hat Update for kernel Security (RHSA-2017:0817),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-10088,CVE-2016-10142,CVE-2016-2069,CVE-2016-2384,CVE-2016-6480,CVE-2016-7042,CVE-2016-7097,CVE-2016-8399,CVE-2016-9576",RHSA-2017:0817,7.6,7.8,"84216,95169,95797,83256,81809,92214,94708,94821,93544,92659",03/27/2017 at 07:00:14 (GMT-0300),03/27/2017 at 07:00:14 (GMT-0300)
236310,Red Hat Update for icoutils Security (RHSA-2017:0837),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-5208,CVE-2017-5332,CVE-2017-5333,CVE-2017-6009,CVE-2017-6010,CVE-2017-6011",RHSA-2017:0837,4.3,5.5,"96292,96288,96267",04/12/2017 at 02:39:34 (GMT-0300),03/27/2017 at 07:00:14 (GMT-0300)
236311,Red Hat Update for openjpeg Security (RHSA-2017:0838),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-5139,CVE-2016-5158,CVE-2016-5159,CVE-2016-7163,CVE-2016-9573,CVE-2016-9675",RHSA-2017:0838,6.8,8.8,"92276,92717,94589,92897",03/27/2017 at 07:00:14 (GMT-0300),03/27/2017 at 07:00:14 (GMT-0300)
236312,Red Hat Update for curl Security (RHSA-2017:0847),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-2628,RHSA-2017:0847,6.8,'-,,04/03/2017 at 06:40:41 (GMT-0300),
236313,Red Hat Update for chromium-browser Security (RHSA-2017:0860),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-5052,CVE-2017-5053,CVE-2017-5054,CVE-2017-5055,CVE-2017-5056",RHSA-2017:0860,10,'-,,04/04/2017 at 07:39:43 (GMT-0300),
236314,Red Hat Update for Kernel Security (RHSA-2017:0869),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2016-8399,RHSA-2017:0869,7.6,7,94708,04/06/2017 at 07:58:25 (GMT-0300),04/06/2017 at 07:58:25 (GMT-0300)
236315,Red Hat Update for Kernel Security (RHSA-2017:0892),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-7910,CVE-2017-2636",RHSA-2017:0892,9.3,7.8,"94135,96732",04/13/2017 at 07:25:14 (GMT-0300),04/13/2017 at 07:25:14 (GMT-0300)
236316,Red Hat Update for 389-ds-base Security (RHSA-2017:0893),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-2668,RHSA-2017:0893,10,'-,,04/13/2017 at 07:25:14 (GMT-0300),
236317,Red Hat Update for Kernel Security (RHSA-2017:0933),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-8650,CVE-2016-9793,CVE-2017-2618,CVE-2017-2636",RHSA-2017:0933,7.2,7.8,"94532,94655,96732",04/19/2017 at 02:47:42 (GMT-0300),04/17/2017 at 06:33:32 (GMT-0300)
236318,Red Hat Update for httpd Security (RHSA-2017:0906),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-0736,CVE-2016-2161,CVE-2016-8743",RHSA-2017:0906,5,'-,"95078,95077,95076",04/17/2017 at 06:33:32 (GMT-0300),04/17/2017 at 06:33:32 (GMT-0300)
236319,Red Hat Update for util-linux Security (RHSA-2017:0907),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-2616,RHSA-2017:0907,7.2,'-,,04/17/2017 at 06:33:32 (GMT-0300),
236320,Red Hat Update for libreoffice Security (RHSA-2017:0914),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-3157,RHSA-2017:0914,6.2,'-,,04/17/2017 at 06:33:32 (GMT-0300),
236321,Red Hat Update for 389-ds-base Security (RHSA-2017:0920),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-2668,RHSA-2017:0920,7.2,'-,,04/17/2017 at 06:33:32 (GMT-0300),
236322,Red Hat Update for flash-plugin Security (RHSA-2017:0934),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2017-3058,CVE-2017-3059,CVE-2017-3060,CVE-2017-3061,CVE-2017-3062,CVE-2017-3063,CVE-2017-3064",RHSA-2017:0934,10,'-,"97551,97557",04/17/2017 at 06:33:32 (GMT-0300),04/17/2017 at 06:33:32 (GMT-0300)
236323,Red Hat Update for tomcat Security (RHSA-2017:0935),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-6816,CVE-2016-8745",RHSA-2017:0935,6.8,7.1,"94461,94828",04/17/2017 at 06:33:32 (GMT-0300),04/17/2017 at 06:33:32 (GMT-0300)
236324,Red Hat Update for libreoffice Security (RHSA-2017:0979),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-3157,RHSA-2017:0979,3.7,'-,,04/19/2017 at 06:55:03 (GMT-0300),
236325,Red Hat Update for bind Security (RHSA-2017:1095),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3136,CVE-2017-3137",RHSA-2017:1095,5.1,'-,,04/20/2017 at 08:01:54 (GMT-0300),
236326,Red Hat Update for qemu-kvm Security (RHSA-2017:0987),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2016-9603,RHSA-2017:0987,4.9,'-,,04/20/2017 at 08:01:54 (GMT-0300),
236327,Red Hat Update for nss and nss-util (RHSA-2017:1100),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-5461,RHSA-2017:1100,7.5,'-,98050,05/31/2017 at 01:29:20 (GMT-0300),04/24/2017 at 07:47:04 (GMT-0300)
236328,Red Hat Update for nss-util (RHSA-2017:1102),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-5461,RHSA-2017:1102,7.5,'-,98050,05/31/2017 at 01:28:34 (GMT-0300),04/24/2017 at 07:47:04 (GMT-0300)
236329,Red Hat Update for nss (RHSA-2017:1103),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-5461,RHSA-2017:1103,7.5,'-,98050,05/31/2017 at 01:28:27 (GMT-0300),04/24/2017 at 19:44:29 (GMT-0300)
236330,Red Hat Update for firefox (RHSA-2017:1104),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2017-5429,CVE-2017-5432,CVE-2017-5433,CVE-2017-5434,CVE-2017-5435,CVE-2017-5436,CVE-2017-5437,CVE-2017-5438,CVE-2017-5439,CVE-2017-5440,CVE-2017-5441,CVE-2017-5442,CVE-2017-5443,CVE-2017-5444,CVE-2017-5445,CVE-2017-5446,CVE-2017-5447,CVE-2017-5448,CVE-2017-5449,CVE-2017-5459,CVE-2017-5460,CVE-2017-5464,CVE-2017-5465,CVE-2017-5469",RHSA-2017:1104,7.2,'-,,04/25/2017 at 07:31:22 (GMT-0300),
236331,Red Hat Update for bind (RHSA-2017:1105),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3136,CVE-2017-3137",RHSA-2017:1105,6.8,'-,,04/25/2017 at 07:31:22 (GMT-0300),
236332,Red Hat Update for Firefox (RHSA-2017:1106),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2017-5429,CVE-2017-5430,CVE-2017-5432,CVE-2017-5433,CVE-2017-5434,CVE-2017-5435,CVE-2017-5436,CVE-2017-5437,CVE-2017-5438,CVE-2017-5439,CVE-2017-5440,CVE-2017-5441,CVE-2017-5442,CVE-2017-5443,CVE-2017-5444,CVE-2017-5445,CVE-2017-5446,CVE-2017-5447,CVE-2017-5448,CVE-2017-5449,CVE-2017-5451,CVE-2017-5454,CVE-2017-5455,CVE-2017-5456,CVE-2017-5459,CVE-2017-5460,CVE-2017-5464,CVE-2017-5465,CVE-2017-5466,CVE-2017-5467,CVE-2017-5469",RHSA-2017:1106,6.9,'-,,04/25/2017 at 07:31:22 (GMT-0300),
236333,Red Hat Update for java-1.8.0-openjdk (RHSA-2017:1108),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3511,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1108,4.3,'-,"97737,97731,97733,97740,97752,97745",05/31/2017 at 01:27:59 (GMT-0300),04/25/2017 at 07:31:22 (GMT-0300)
236334,Red Hat Update for java-1.8.0-openjdk (RHSA-2017:1109),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3511,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1109,4.3,'-,"97737,97731,97733,97740,97752,97745",05/31/2017 at 01:28:01 (GMT-0300),04/25/2017 at 07:31:22 (GMT-0300)
236335,Red Hat Update for java-1.8.0-oracle (RHSA-2017:1117),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3511,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1117,4.3,'-,"97737,97731,97733,97740,97752,97745",05/31/2017 at 01:28:00 (GMT-0300),04/25/2017 at 07:31:22 (GMT-0300)
236336,Red Hat Update for java-1.7.0-oracle (RHSA-2017:1118),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3511,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1118,4.3,'-,"97737,97731,97733,97740,97752,97745",05/31/2017 at 01:27:55 (GMT-0300),04/25/2017 at 07:31:22 (GMT-0300)
236337,Red Hat Update for java-1.6.0-sun (RHSA-2017:1119),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1119,4.3,'-,"97737,97733,97740,97752,97745",05/31/2017 at 01:28:00 (GMT-0300),04/25/2017 at 07:31:22 (GMT-0300)
236338,Red Hat Update for chromium-browser. (RHSA-2017:1124),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-5057,CVE-2017-5058,CVE-2017-5059,CVE-2017-5060,CVE-2017-5061,CVE-2017-5062,CVE-2017-5063,CVE-2017-5064,CVE-2017-5065,CVE-2017-5066,CVE-2017-5067,CVE-2017-5069",RHSA-2017:1124,9.3,'-,,04/27/2017 at 06:31:06 (GMT-0300),
236339,Red Hat Update for kernel. (RHSA-2017:1125),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,CVE-2017-2636,RHSA-2017:1125,7.2,7.8,96732,05/31/2017 at 01:27:57 (GMT-0300),04/27/2017 at 06:31:06 (GMT-0300)
236340,Red Hat Update for JBoss Enterprise Application Platform 6.2.4 (RHSA-2014:0799),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2014-0109,CVE-2014-3481,CVE-2014-0110,CVE-2014-0035,CVE-2014-0034",RHSA-2014:0799,5,'-,68441,06/27/2017 at 00:31:50 (GMT-0300),05/01/2017 at 20:23:59 (GMT-0300)
236341,Red Hat Update for bind (RHSA-2017:1202),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-3139,RHSA-2017:1202,7.5,'-,,05/10/2017 at 07:24:19 (GMT-0300),
236342,Red Hat Update for thunderbird  (RHSA-2017:1201),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2016-10195,CVE-2016-10196,CVE-2016-10197,CVE-2017-5429,CVE-2017-5432,CVE-2017-5433,CVE-2017-5434,CVE-2017-5435,CVE-2017-5436,CVE-2017-5438,CVE-2017-5439,CVE-2017-5440,CVE-2017-5441,CVE-2017-5442,CVE-2017-5443,CVE-2017-5444,CVE-2017-5445,CVE-2017-5446,CVE-2017-5447,CVE-2017-5449,CVE-2017-5451,CVE-2017-5454,CVE-2017-5459,CVE-2017-5460,CVE-2017-5464,CVE-2017-5465,CVE-2017-5466,CVE-2017-5467,CVE-2017-5469",RHSA-2017:1201,7.5,'-,"85856,96014",05/31/2017 at 01:27:56 (GMT-0300),05/10/2017 at 07:24:19 (GMT-0300)
236343,Red Hat Update for flash-plugin (RHSA-2017:1219),"Unix Authenticated Discovery, Patch Available, Exploit Available",RedHat,"CVE-2017-3068,CVE-2017-3069,CVE-2017-3070,CVE-2017-3071,CVE-2017-3072,CVE-2017-3073,CVE-2017-3074",RHSA-2017:1219,10,'-,"98349,98347",05/11/2017 at 00:30:28 (GMT-0300),05/10/2017 at 07:24:19 (GMT-0300)
236344,Red Hat Update for jasper  (RHSA-2017:1208),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2015-5203,CVE-2015-5221,CVE-2016-10248,CVE-2016-10249,CVE-2016-10251,CVE-2016-1577,CVE-2016-1867,CVE-2016-2089,CVE-2016-2116,CVE-2016-8654,CVE-2016-8690,CVE-2016-8691,CVE-2016-8692,CVE-2016-8693,CVE-2016-8883,CVE-2016-8884,CVE-2016-8885,CVE-2016-9262,CVE-2016-9387,CVE-2016-9388,CVE-2016-9389,CVE-2016-9390,CVE-2016-9391,CVE-2016-9392,CVE-2016-9393,CVE-2016-9394,CVE-2016-9560,CVE-2016-9583,CVE-2016-9591,CVE-2016-9600",RHSA-2017:1208,6.8,7.8,"81488,85932,93797,83108,84133,93590,93593,93588,93587,95865,93834,94224,94374,94371,93838,97584,94377,94372,94428",05/31/2017 at 01:27:55 (GMT-0300),05/10/2017 at 07:24:20 (GMT-0300)
236345,Red Hat Update for qemu-kvm (RHSA-2017:1206),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-9603,CVE-2017-2633,CVE-2017-7718,CVE-2017-7980",RHSA-2017:1206,4.6,'-,"97957,97955",08/02/2017 at 02:37:05 (GMT-0300),05/10/2017 at 07:24:20 (GMT-0300)
236346,Red Hat Update for java-1.7.0-openjdk (RHSA-2017:1204),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2017-3509,CVE-2017-3511,CVE-2017-3526,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1204,4.3,'-,"97737,97731,97733,97740,97752,97745",05/31/2017 at 01:27:19 (GMT-0300),05/10/2017 at 07:24:20 (GMT-0300)
236347,Red Hat Update for java-1.8.0-ibm (RHSA-2017:1220),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-9840,CVE-2016-9841,CVE-2016-9842,CVE-2016-9843,CVE-2017-1289,CVE-2017-3509,CVE-2017-3511,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1220,7.5,'-,"97737,97731,97740,97752,97745,95131,98401",05/31/2017 at 01:27:18 (GMT-0300),05/15/2017 at 07:28:08 (GMT-0300)
236348,Red Hat Update for java-1.7.1-ibm (RHSA-2017:1221),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-9840,CVE-2016-9841,CVE-2016-9842,CVE-2016-9843,CVE-2017-1289,CVE-2017-3509,CVE-2017-3511,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1221,7.5,'-,"97737,97731,97740,97752,97745,95131,98401",05/31/2017 at 01:25:26 (GMT-0300),05/15/2017 at 07:28:08 (GMT-0300)
236349,Red Hat Update for java-1.6.0-ibm (RHSA-2017:1222),"Unix Authenticated Discovery, Patch Available",RedHat,"CVE-2016-9840,CVE-2016-9841,CVE-2016-9842,CVE-2016-9843,CVE-2017-1289,CVE-2017-3509,CVE-2017-3533,CVE-2017-3539,CVE-2017-3544",RHSA-2017:1222,7.5,'-,"97737,97740,97752,97745,95131,98401",05/31/2017 at 01:25:20 (GMT-0300),05/15/2017 at 07:28:08 (GMT-0300)
236350,Red Hat Update for chromium-browser (RHSA-2017:1228),"Unix Authenticated Discovery, Patch Available",RedHat,CVE-2017-5068,RHSA-2017:1228,7.5,'-,,05/15/2017 at 07:28:08 (GMT-0300),
