Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-100821,Fedora 25 : gajim (2017-3c561780c8),CVE-2016-10376,qualys-276703,Fedora Security Update for gajim (FEDORA-2017-3c561780c8),CVE-2016-10376,0.93
nessus-100822,Fedora 24 : gajim (2017-62547837ba),CVE-2016-10376,qualys-276703,Fedora Security Update for gajim (FEDORA-2017-3c561780c8),CVE-2016-10376,0.7699999999999999
nessus-100823,Fedora 24 : poppler (2017-7e6f5f6957),CVE-2017-7511,qualys-276704,Fedora Security Update for poppler (FEDORA-2017-7e6f5f6957),CVE-2017-7511,0.9339999999999999
nessus-100824,Fedora 25 : ettercap (2017-8722576148),CVE-2017-8366,qualys-276702,Fedora Security Update for ettercap (FEDORA-2017-8722576148),CVE-2017-8366,0.9339999999999999
nessus-100825,Fedora 24 : libsndfile (2017-a3d6e1a7bf),"CVE-2017-8361, CVE-2017-8362, CVE-2017-8363, CVE-2017-8365",qualys-276697,Fedora Security Update for libsndfile (FEDORA-2017-abbac6c64b),"CVE-2017-8363, CVE-2017-8365, CVE-2017-8362, CVE-2017-8361",0.78
nessus-100826,Fedora 24 : webkitgtk4 (2017-d39099ea6a),"CVE-2017-2496, CVE-2017-2510, CVE-2017-2539",qualys-276657,Fedora Security Update for webkitgtk4 (FEDORA-2017-98bc28ae9e),"CVE-2017-2496, CVE-2017-2539, CVE-2017-2510",0.78
nessus-100827,FreeBSD : rt and dependent modules -- multiple security vulnerabilities,"CVE-2015-7686, CVE-2016-6127, CVE-2017-5361, CVE-2017-5943, CVE-2017-5944",qualys-176062,Debian Security Update for rt-authen-externalauth (DSA 3883-1),CVE-2017-5361,0.8266666666666667
nessus-100828,FreeBSD : cURL -- URL file scheme drive letter buffer overflow,CVE-2017-9502,qualys-370464,JerryScript Denial of Service Vulnerability,CVE-2017-9250,0.7400000000000001
nessus-100829,FreeBSD : Flash Player -- multiple vulnerabilities,"CVE-2017-3075, CVE-2017-3076, CVE-2017-3077, CVE-2017-3078, CVE-2017-3079, CVE-2017-3081, CVE-2017-3082, CVE-2017-3083, CVE-2017-3084",qualys-370425,Adobe Flash Player Remote Code Execution Vulnerability (APSB17-17),"CVE-2017-3075, CVE-2017-3081, CVE-2017-3083, CVE-2017-3084, CVE-2017-3076, CVE-2017-3077, CVE-2017-3078, CVE-2017-3079, CVE-2017-3082",0.8433333333333334
nessus-100830,openSUSE Security Update : mercurial,CVE-2017-9462,qualys-170103,OpenSUSE Security Update for mercurial (openSUSE-SU-2017:1572-1),CVE-2017-9462,0.9033333333333333
nessus-100831,openSUSE Security Update : tor,"CVE-2017-0375, CVE-2017-0376",qualys-170101,OpenSUSE Security Update for tor (openSUSE-SU-2017:1569-1),CVE-2017-0376,0.89
nessus-100831,openSUSE Security Update : tor,,qualys-176056,Debian Security Update for tor (DSA 3877-1),,0.89
nessus-100832,openSUSE Security Update : otrs,CVE-2017-9324,qualys-170102,OpenSUSE Security Update for otrs (openSUSE-SU-2017:1571-1),CVE-2017-9324,0.89
nessus-100832,openSUSE Security Update : otrs,,qualys-176055,Debian Security Update for otrs2 (DSA 3876-1),,0.89
nessus-100833,RHEL 7 : qemu-kvm-rhev (RHSA-2017:1431),CVE-2017-7718,qualys-236371,Red Hat Update for qemu-kvm (RHSA-2017:1430),"CVE-2017-7718, CVE-2017-7980",0.8480000000000001
nessus-100834,SUSE SLES11 Security Update : netpbm,CVE-2017-2581,qualys-370313,GOM Player '.fpx' Denial of Service Vunerability,CVE-2017-5881,0.73
nessus-100835,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : firefox vulnerabilities,"CVE-2017-5470, CVE-2017-5471, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7762, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-196814,Ubuntu Security Notification for Firefox Vulnerabilities (USN-3315-1),"CVE-2017-5470, CVE-2017-5471, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7762, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",0.9179999999999999
nessus-100836,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : libmwaw vulnerability (USN-3319-1),CVE-2017-9433,qualys-196815,Ubuntu Security Notification for Libmwaw Vulnerability (USN-3319-1),CVE-2017-9433,0.9259999999999999
nessus-100837,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : zziplib vulnerabilities,"CVE-2017-5974, CVE-2017-5975, CVE-2017-5976, CVE-2017-5978, CVE-2017-5979, CVE-2017-5980, CVE-2017-5981",qualys-196816,Ubuntu Security Notification for Zziplib Vulnerabilities (USN-3320-1),"CVE-2017-5974, CVE-2017-5975, CVE-2017-5976, CVE-2017-5978, CVE-2017-5979, CVE-2017-5980, CVE-2017-5981",0.9179999999999999
nessus-100838,Cisco TelePresence Endpoint SIP INVITE Packet Flood DoS (cisco-sa-20170607-tele),CVE-2017-6648,qualys-370423,Cisco AnyConnect Local Privilege Escalation Vulnerability,CVE-2017-6638,0.75
nessus-100839,VMware Horizon View Client 2.x / 3.x / 4.x,CVE-2017-4918,qualys-370340,"VMware Workstation Pro, VMware Workstation Player and VMware Fusion Out-of-Bounds Memory Access Vulnerability (VMSA-2017-0005)",CVE-2017-4901,0.74
nessus-100840,Cisco NX-OS Fibre Channel over Ethernet DoS,CVE-2017-6655,qualys-370423,Cisco AnyConnect Local Privilege Escalation Vulnerability,CVE-2017-6638,0.728
nessus-100841,Adobe Captivate Quiz Reporting Feature RCE,CVE-2017-3087,qualys-351006,Amazon Linux Security Advisory for rpcbind: ALAS-2017-841,CVE-2017-8779,0.69
nessus-100842,Adobe Captivate Quiz Reporting Feature Disclosure (APSB17-19),CVE-2017-3087,qualys-351021,Amazon Linux Security Advisory for curl: ALAS-2017-850,CVE-2017-7407,0.71
nessus-100843,Cisco Prime Data Center Network Manager 10.1.x < 10.2.1 Multiple Vulnerabilities,"CVE-2017-6639, CVE-2017-6640",qualys-370423,Cisco AnyConnect Local Privilege Escalation Vulnerability,CVE-2017-6638,0.712
nessus-100844,Splunk Enterprise < 5.0.19 / 6.0.15 / 6.1.14 / 6.2.14 / 6.3.11 Error Message Spoofing,,qualys-176055,Debian Security Update for otrs2 (DSA 3876-1),CVE-2017-9324,0.47000000000000003
nessus-100845,Sophos Web Appliance < 4.3.0 FTP Redirect Page Reflected XSS,,qualys-370408,Schneider Electric Wonderware InduSoft Web Studio Local Privilege Escalation Vulnerability,CVE-2017-7968,0.5499999999999999
nessus-100846,Sophos Web Appliance < 4.3.1 Multiple Remote Command Injection Vulnerabilities,"CVE-2016-9553, CVE-2016-9554",qualys-43355,Synology DiskStation Manager Remote Command Execution Vulnerability,CVE-2016-4438,0.7133333333333334
nessus-100846,Sophos Web Appliance < 4.3.1 Multiple Remote Command Injection Vulnerabilities,,qualys-150166,Apache Struts Remote Code Execution Vulnerability (S2-037),,0.7133333333333334
nessus-100847,ImageMagick 6.x < 6.9.8-10 / 7.x < 7.0.5-9 Multiple Vulnerabilities,"CVE-2017-7606, CVE-2017-7619, CVE-2017-7941, CVE-2017-7942, CVE-2017-7943, CVE-2017-8343, CVE-2017-8344, CVE-2017-8345, CVE-2017-8346, CVE-2017-8347, CVE-2017-8348, CVE-2017-8349, CVE-2017-8350, CVE-2017-8351, CVE-2017-8352, CVE-2017-8353, CVE-2017-8354, CVE-2017-8355, CVE-2017-8356, CVE-2017-8357, CVE-2017-8765, CVE-2017-8830, CVE-2017-9098, CVE-2017-9141, CVE-2017-9142, CVE-2017-9143, CVE-2017-9144, CVE-2017-9261, CVE-2017-9262, CVE-2017-9405, CVE-2017-9407, CVE-2017-9409, CVE-2017-9439, CVE-2017-9440, CVE-2017-9500",qualys-11775,EPSON TMNet WebConfig Multiple HTML Injection Vulnerabilities,CVE-2017-6443,0.6766666666666667
nessus-100848,Debian DLA-988-1 : rt-authen-externalauth security update,CVE-2017-5361,qualys-351015,Amazon Linux Security Advisory for nss: AL2012-2017-170,CVE-2017-5461,0.7533333333333334
nessus-100849,Debian DLA-989-1 : jython security update,CVE-2016-4000,qualys-350982,Amazon Linux Security Advisory for cacti: ALAS-2017-817,CVE-2014-4000,0.77
nessus-100850,Debian DLA-990-1 : expat security update,CVE-2017-9233,qualys-176077,Debian Security Update for expat (DSA 3898-1),"CVE-2016-9063, CVE-2017-9233",0.716
nessus-100851,Debian DLA-991-1 : firefox-esr security update,"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-256210,"CentOS Security Update for Samba (CESA-2017:1270, CESA-2017:1271)",CVE-2017-7494,0.6966666666666667
nessus-100852,Debian DSA-3884-1 : gnutls28 - security update,CVE-2017-7507,qualys-176065,Debian Security Update for gnutls28 (DSA 3884-1),CVE-2017-7507,0.9460000000000001
nessus-100853,Debian DSA-3885-1 : irssi - security update,"CVE-2017-9468, CVE-2017-9469",qualys-176064,Debian Security Update for irssi (DSA 3885-1),"CVE-2017-9468, CVE-2017-9469",0.9460000000000001
nessus-100854,Fedora 25 : firefox (2017-1f016389a7),,qualys-276740,Fedora Security Update for firefox (FEDORA-2017-1f016389a7),,0.8966666666666666
nessus-100855,Fedora 25 : golang (2017-278f46fcd6),CVE-2017-8932,qualys-276710,Fedora Security Update for golang (FEDORA-2017-278f46fcd6),CVE-2017-8932,0.932
nessus-100856,Fedora 25 : capnproto (2017-2b328c7ce9),CVE-2017-7892,qualys-276626,Fedora Security Update for kernel (FEDORA-2017-ad045f80ac),CVE-2017-8932,0.71
nessus-100856,Fedora 25 : capnproto (2017-2b328c7ce9),,qualys-276710,Fedora Security Update for golang (FEDORA-2017-278f46fcd6),,0.71
nessus-100857,Fedora 25 : 3:mariadb (2017-2c0609b92a),"CVE-2017-3238, CVE-2017-3308, CVE-2017-3309, CVE-2017-3313, CVE-2017-3453, CVE-2017-3456, CVE-2017-3464",qualys-276709,Fedora Security Update for mariadb (FEDORA-2017-8425f676f2),"CVE-2017-3313, CVE-2017-3308, CVE-2017-3309, CVE-2017-3453, CVE-2017-3456, CVE-2017-3464, CVE-2017-3238, CVE-2017-3243, CVE-2017-3244, CVE-2017-3257, CVE-2017-3258, CVE-2017-3265, CVE-2017-3291, CVE-2017-3312, CVE-2017-3317, CVE-2017-3318",0.776
nessus-100858,Fedora 25 : dolphin-emu (2017-5e28afa2dd),,qualys-276736,Fedora Security Update for dolphin-emu (FEDORA-2017-5e28afa2dd),,0.8966666666666666
nessus-100859,Fedora 25 : yara (2017-926e11c76e),"CVE-2016-10210, CVE-2017-8929",qualys-276739,Fedora Security Update for yara (FEDORA-2017-5c55ef46ee),"CVE-2016-10210, CVE-2016-10211, CVE-2017-5923, CVE-2017-5924, CVE-2017-8929",0.768
nessus-100860,Fedora 25 : perl-File-Path,CVE-2017-6512,qualys-276735,Fedora Security Update for perl-File-Path (FEDORA-2017-dd42592f9a),CVE-2017-6512,0.9099999999999999
nessus-100861,FreeBSD : chromium -- multiple vulnerabilities,"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",qualys-370446,Google Chrome Prior to 59.0.3071.104 Multiple Vulnerabilities,"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",0.8766666666666666
nessus-100862,openSUSE Security Update : chromium,"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",qualys-170104,OpenSUSE Security Update for chromium (openSUSE-SU-2017:1591-1),"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",0.9
nessus-100863,openSUSE Security Update : lynis,CVE-2017-8108,qualys-170105,OpenSUSE Security Update for lynis (openSUSE-SU-2017:1595-1),CVE-2017-8108,0.8933333333333334
nessus-100864,SUSE SLES12 Security Update : libmicrohttpd,"CVE-2013-7038, CVE-2013-7039",qualys-170166,OpenSUSE Security Update for libmicrohttpd (openSUSE-SU-2017:1676-1),"CVE-2013-7038, CVE-2013-7039",0.672
nessus-100865,"SUSE SLED12 / SLES12 Security Update : libqt5-qtbase, libqt5-qtdeclarative",,qualys-170071,"SUSE Enterprise Linux Security Update for libqt5-qtbase, libqt5-qtdeclarative (SUSE-SU-2017:1577-1)",,0.73
nessus-100866,SUSE SLES11 Security Update : php53,"CVE-2016-6294, CVE-2017-7272, CVE-2017-9224, CVE-2017-9226, CVE-2017-9227",qualys-170072,SUSE Enterprise Linux Security Update for php53 (SUSE-SU-2017:1585-1),CVE-2017-7272,0.664
nessus-100866,SUSE SLES11 Security Update : php53,,qualys-170129,SUSE Enterprise Linux Security Update for php53 (SUSE-SU-2017:1709-1),,0.664
nessus-100867,SUSE SLES12 Security Update : libxml2,"CVE-2017-9047, CVE-2017-9048, CVE-2017-9049, CVE-2017-9050",qualys-170062,SUSE Enterprise Linux Security Update for libxml2 (SUSE-SU-2017:1538-1),"CVE-2016-9318, CVE-2017-9047, CVE-2017-9048, CVE-2017-9049, CVE-2017-9050",0.688
nessus-100867,SUSE SLES12 Security Update : libxml2,,qualys-170063,SUSE Enterprise Linux Security Update for libxml2 (SUSE-SU-2017:1557-1),,0.688
nessus-100868,H3C / HPE Intelligent Management Center PLAT < 7.3 E0504P04 Multiple Vulnerabilities,"CVE-2016-7053, CVE-2016-7054, CVE-2016-7055, CVE-2017-5815, CVE-2017-5816, CVE-2017-5817, CVE-2017-5818, CVE-2017-5819, CVE-2017-5820, CVE-2017-5821, CVE-2017-5822, CVE-2017-5823, CVE-2017-8948, CVE-2017-8956",qualys-11748,WAGO PLC Ethernet Web-based Management Authentication Bypass Vulnerability,CVE-2017-6443,0.68
nessus-100868,H3C / HPE Intelligent Management Center PLAT < 7.3 E0504P04 Multiple Vulnerabilities,,qualys-11775,EPSON TMNet WebConfig Multiple HTML Injection Vulnerabilities,,0.68
nessus-100869,H3C / HPE Intelligent Management Center PLAT < 7.3 E0504P04 Multiple Vulnerabilities,"CVE-2016-7053, CVE-2016-7054, CVE-2016-7055, CVE-2017-5815, CVE-2017-5816, CVE-2017-5817, CVE-2017-5818, CVE-2017-5819, CVE-2017-5820, CVE-2017-5821, CVE-2017-5822, CVE-2017-5823, CVE-2017-8948, CVE-2017-8956",qualys-11748,WAGO PLC Ethernet Web-based Management Authentication Bypass Vulnerability,CVE-2017-6443,0.68
nessus-100869,H3C / HPE Intelligent Management Center PLAT < 7.3 E0504P04 Multiple Vulnerabilities,,qualys-11775,EPSON TMNet WebConfig Multiple HTML Injection Vulnerabilities,,0.68
nessus-100871,Microsoft Windows SMB Versions Supported,,qualys-38304,SSH Protocol Version 1 Supported,CVE-2001-1473,0.64
nessus-100872,Sophos Web Appliance < 4.3.2 FTP Redirect Page Reflected XSS,CVE-2017-9523,qualys-11805,WordPress Prior to 4.7.4 Potential Unauthorized Password Reset Vulnerability - Zero Day,CVE-2017-8295,0.6966666666666667
nessus-100873,Amazon Linux AMI : glibc (ALAS-2017-844),CVE-2017-1000366,qualys-351009,Amazon Linux Security Advisory for glibc: ALAS-2017-844 (Stack Clash),CVE-2017-1000366,0.9339999999999999
nessus-100874,Amazon Linux AMI : kernel (ALAS-2017-845),"CVE-2017-1000364, CVE-2017-1000371",qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.89
nessus-100875,Debian DLA-992-1 : eglibc security update,CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.8166666666666668
nessus-100876,Debian DLA-993-2 : linux regression update,"CVE-2017-0605, CVE-2017-1000364, CVE-2017-7487, CVE-2017-7645, CVE-2017-7895, CVE-2017-8890, CVE-2017-8924, CVE-2017-8925, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-351017,Amazon Linux Security Advisory for kernel: ALAS-2017-846,"CVE-2017-9059, CVE-2017-9242, CVE-2017-8890, CVE-2017-9077, CVE-2017-9076, CVE-2017-9075, CVE-2017-9074",0.7666666666666666
nessus-100877,Debian DSA-3886-1 : linux - security update,"CVE-2017-1000364, CVE-2017-7487, CVE-2017-7645, CVE-2017-7895, CVE-2017-8064, CVE-2017-8890, CVE-2017-8924, CVE-2017-8925, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-351017,Amazon Linux Security Advisory for kernel: ALAS-2017-846,"CVE-2017-9059, CVE-2017-9242, CVE-2017-8890, CVE-2017-9077, CVE-2017-9076, CVE-2017-9075, CVE-2017-9074",0.8033333333333333
nessus-100878,Debian DSA-3887-1 : glibc - security update,CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.8233333333333333
nessus-100879,Debian DSA-3888-1 : exim4 - security update,CVE-2017-1000369,qualys-351026,Amazon Linux Security Advisory for sudo: ALAS-2017-855,CVE-2017-1000368,0.7933333333333333
nessus-100880,Debian DSA-3889-1 : libffi - security update (Stack Clash),CVE-2017-1000376,qualys-176068,Debian Security Update for libffi (DSA 3889-1) (Stack Clash),CVE-2017-1000376,0.8160000000000001
nessus-100881,FreeBSD : Apache httpd -- several vulnerabilities,"CVE-2017-3167, CVE-2017-3169, CVE-2017-7659, CVE-2017-7668, CVE-2017-7679",qualys-196833,Ubuntu Security Notification for Apache2 Vulnerabilities (USN-3340-1),"CVE-2017-3167, CVE-2017-3169, CVE-2017-7668, CVE-2017-7679",0.86
nessus-100882,openSUSE Security Update : freeradius-server (openSUSE-2017-709),CVE-2017-9148,qualys-170106,OpenSUSE Security Update for freeradius-server (openSUSE-SU-2017:1609-1),CVE-2017-9148,0.96
nessus-100883,openSUSE Security Update : xorg-x11-server,CVE-2017-2624,qualys-170107,OpenSUSE Security Update for xorg-x11-server (openSUSE-SU-2017:1610-1),CVE-2017-2624,0.9133333333333334
nessus-100884,openSUSE Security Update : libxml2,"CVE-2017-9047, CVE-2017-9048, CVE-2017-9049, CVE-2017-9050",qualys-170091,OpenSUSE Security Update for libxml2 (openSUSE-SU-2017:1510-1),"CVE-2017-9047, CVE-2017-9048, CVE-2017-9049, CVE-2017-9050",0.9
nessus-100884,openSUSE Security Update : libxml2,,qualys-170108,OpenSUSE Security Update for libxml2 (openSUSE-SU-2017:1612-1),,0.9
nessus-100885,openSUSE Security Update : Mozilla based packages (openSUSE-2017-712),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7755, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7760, CVE-2017-7761, CVE-2017-7764, CVE-2017-7765, CVE-2017-7766, CVE-2017-7767, CVE-2017-7768, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-170109,OpenSUSE Security Update for Mozilla (openSUSE-SU-2017:1620-1),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7755, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7760, CVE-2017-7761, CVE-2017-7764, CVE-2017-7765, CVE-2017-7766, CVE-2017-7767, CVE-2017-7768, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",0.9166666666666666
nessus-100886,Oracle Linux 6 : glibc (ELSA-2017-1480),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.8400000000000001
nessus-100887,Oracle Linux 7 : glibc (ELSA-2017-1481),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.842
nessus-100888,Oracle Linux 7 : kernel (ELSA-2017-1484),CVE-2017-1000364,qualys-236377,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1484) (Stack Clash),CVE-2017-1000364,0.9
nessus-100889,Oracle Linux 6 : kernel (ELSA-2017-1486),CVE-2017-1000364,qualys-236373,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1486) (Stack Clash),CVE-2017-1000364,0.9
nessus-100890,RHEL 6 / 7 : glibc (RHSA-2017:1479) (Stack Clash),CVE-2017-1000366,qualys-236379,Red Hat Update for glibc (RHSA-2017:1479) (Stack Clash),CVE-2017-1000366,0.952
nessus-100891,RHEL 6 : glibc (RHSA-2017:1480) (Stack Clash),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.8779999999999999
nessus-100892,RHEL 7 : glibc (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.8800000000000001
nessus-100893,RHEL 5 : kernel (RHSA-2017:1483) (Stack Clash),CVE-2017-1000364,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.8466666666666667
nessus-100894,RHEL 7 : kernel (RHSA-2017:1484) (Stack Clash),CVE-2017-1000364,qualys-236377,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1484) (Stack Clash),CVE-2017-1000364,0.924
nessus-100895,RHEL 7 : kernel (RHSA-2017:1485) (Stack Clash),CVE-2017-1000364,qualys-236375,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1485) (Stack Clash),CVE-2017-1000364,0.924
nessus-100896,RHEL 6 : kernel (RHSA-2017:1486) (Stack Clash),CVE-2017-1000364,qualys-236373,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1486) (Stack Clash),CVE-2017-1000364,0.924
nessus-100897,RHEL 6 : kernel (RHSA-2017:1487) (Stack Clash),CVE-2017-1000364,qualys-236374,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1487) (Stack Clash),CVE-2017-1000364,0.924
nessus-100898,RHEL 6 : kernel (RHSA-2017:1488) (Stack Clash),"CVE-2017-1000364, CVE-2017-2636",qualys-236339,Red Hat Update for kernel. (RHSA-2017:1125),CVE-2017-2636,0.842
nessus-100898,RHEL 6 : kernel (RHSA-2017:1488) (Stack Clash),,qualys-236352,Red Hat Update for kernel (RHSA-2017:1233),,0.842
nessus-100899,RHEL 6 : kernel (RHSA-2017:1489) (Stack Clash),CVE-2017-1000364,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.84
nessus-100900,RHEL 6 : kernel (RHSA-2017:1490) (Stack Clash),CVE-2017-1000364,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.84
nessus-100901,RHEL 6 : kernel (RHSA-2017:1491) (Stack Clash),CVE-2017-1000364,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.84
nessus-100902,RHEL 6 : chromium-browser (RHSA-2017:1495),"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",qualys-236386,Red Hat Update for chromium-browser (RHSA-2017:1495),"CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",0.96
nessus-100903,Scientific Linux Security Update : glibc on SL6.x i386/x86_64 (Stack Clash),CVE-2017-1000366,qualys-157476,Oracle Enterprise Linux Security Update for glibc (ELSA-2017-1481) (Stack Clash),CVE-2017-1000366,0.8633333333333333
nessus-100903,Scientific Linux Security Update : glibc on SL6.x i386/x86_64 (Stack Clash),,qualys-157477,Oracle Enterprise Linux Security Update for glibc (ELSA-2017-1480) (Stack Clash),,0.8633333333333333
nessus-100904,Scientific Linux Security Update : glibc on SL7.x x86_64 (Stack Clash),CVE-2017-1000366,qualys-157476,Oracle Enterprise Linux Security Update for glibc (ELSA-2017-1481) (Stack Clash),CVE-2017-1000366,0.87
nessus-100904,Scientific Linux Security Update : glibc on SL7.x x86_64 (Stack Clash),,qualys-157477,Oracle Enterprise Linux Security Update for glibc (ELSA-2017-1480) (Stack Clash),,0.87
nessus-100905,Scientific Linux Security Update : kernel on SL6.x i386/x86_64 (Stack Clash),CVE-2017-1000364,qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000364, CVE-2017-1000371",0.8300000000000001
nessus-100905,Scientific Linux Security Update : kernel on SL6.x i386/x86_64 (Stack Clash),,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),,0.8300000000000001
nessus-100906,Scientific Linux Security Update : kernel on SL7.x x86_64 (Stack Clash),CVE-2017-1000364,qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000364, CVE-2017-1000371",0.8300000000000001
nessus-100906,Scientific Linux Security Update : kernel on SL7.x x86_64 (Stack Clash),,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),,0.8300000000000001
nessus-100907,SUSE SLES11 Security Update : Salt,"CVE-2017-5200, CVE-2017-8109",qualys-27073,Serv-U FTP Server Path Disclosure Vulnerability,CVE-2000-0176,0.65
nessus-100908,SUSE SLES11 Security Update : ImageMagick,"CVE-2014-9846, CVE-2016-10050, CVE-2017-7606, CVE-2017-7941, CVE-2017-7942, CVE-2017-7943, CVE-2017-8344, CVE-2017-8345, CVE-2017-8346, CVE-2017-8348, CVE-2017-8349, CVE-2017-8350, CVE-2017-8351, CVE-2017-8352, CVE-2017-8353, CVE-2017-8354, CVE-2017-8355, CVE-2017-8357, CVE-2017-8765, CVE-2017-8830, CVE-2017-9098, CVE-2017-9141, CVE-2017-9142, CVE-2017-9143, CVE-2017-9144",qualys-86306,Lotus Domino Username Enumeration Vulnerability,CVE-2002-2014,0.6466666666666666
nessus-100909,SUSE SLED12 / SLES12 Security Update : netpbm (SUSE-SU-2017:1603-1),"CVE-2017-2581, CVE-2017-2586, CVE-2017-2587",qualys-170076,SUSE Enterprise Linux Security Update for netpbm (SUSE-SU-2017:1603-1),"CVE-2017-2581, CVE-2017-2586, CVE-2017-2587",0.6900000000000001
nessus-100910,SUSE SLED12 / SLES12 Security Update : libgcrypt (SUSE-SU-2017:1608-1),CVE-2017-9526,qualys-351015,Amazon Linux Security Advisory for nss: AL2012-2017-170,CVE-2017-7502,0.7200000000000001
nessus-100910,SUSE SLED12 / SLES12 Security Update : libgcrypt (SUSE-SU-2017:1608-1),,qualys-351041,Amazon Linux Security Advisory for nss: AL2012-2017-185,,0.7200000000000001
